0.0162,	0.0674
0.0162,	0.0692
0.0202,	0.0711
0.0202,	0.073
0.0242,	0.0749
0.0243,	0.0767
0.0283,	0.0786
0.0283,	0.0805
0.0323,	0.0824
0.0323,	0.0842
0.0323,	0.0861
0.0323,	0.088
0.0323,	0.0899
0.0363,	0.0917
0.0363,	0.0936
0.0363,	0.0955
0.0363,	0.0973
0.0363,	0.0992
0.0363,	0.1011
0.0404,	0.103
0.0404,	0.1048
0.0404,	0.1067
0.0404,	0.1086
0.0404,	0.1104
0.0444,	0.1123
0.0444,	0.1142
0.0444,	0.1161
0.0444,	0.1179
0.0444,	0.1198
0.0484,	0.1217
0.0484,	0.1236
0.0484,	0.1254
0.0484,	0.1273
0.0525,	0.1292
0.0525,	0.131
0.0525,	0.1329
0.0525,	0.1348
0.0565,	0.1367
0.0565,	0.1385
0.0565,	0.1404
0.0565,	0.1423
0.0605,	0.1442
0.0605,	0.146
0.0605,	0.1479
0.0605,	0.1498
0.0646,	0.1516
0.0646,	0.1535
0.0646,	0.1554
0.0646,	0.1573
0.0686,	0.1591
0.0686,	0.161
0.0686,	0.1629
0.0726,	0.1648
0.0726,	0.1666
0.0726,	0.1685
0.0726,	0.1703
0.0767,	0.1722
0.0767,	0.1741
0.0767,	0.176
0.0767,	0.1779
0.0807,	0.1797
0.0807,	0.1816
0.0807,	0.1835
0.0807,	0.1853
0.0847,	0.1872
0.0847,	0.1891
0.0847,	0.191
0.0847,	0.1928
0.0887,	0.1947
0.0887,	0.1966
0.0888,	0.1985
0.0888,	0.2003
0.0928,	0.2022
0.0928,	0.2041
0.0928,	0.2059
0.0928,	0.2078
0.0968,	0.2097
0.0968,	0.2116
0.0968,	0.2134
0.0968,	0.2153
0.0968,	0.2172
0.1008,	0.2191
0.1008,	0.2209
0.1008,	0.2227
0.1009,	0.2247
0.1009,	0.2265
0.1049,	0.2284
0.1049,	0.2303
0.1049,	0.2322
0.1049,	0.234
0.1049,	0.2359
0.1049,	0.2378
0.1049,	0.2396
0.1089,	0.2415
0.1089,	0.2434
0.1089,	0.2453
0.1089,	0.2471
0.1089,	0.249
0.1089,	0.2509
0.1089,	0.2527
0.1089,	0.2546
0.113,  0.2565
0.113,  0.2584
0.113,  0.2602
0.113,  0.2621
0.113,  0.264
0.113,  0.2658
0.113,  0.2677
0.113,  0.2696
0.117,  0.2715
0.117,  0.2732
0.117,  0.2752
0.117,  0.2771
0.117,  0.2789
0.117,  0.2808
0.121,  0.2827
0.1211,	0.2846
0.1211,	0.2864
0.1211,	0.2883
0.1251,	0.2902
0.1251,	0.2921
0.1251,	0.2939
0.1251,	0.2958
0.1251,	0.2977
0.1291,	0.2995
0.1291,	0.3014
0.1291,	0.3033
0.1291,	0.3052
0.1331,	0.307
0.1332,	0.3089
0.1332,	0.3108
0.1332,	0.3126
0.1332,	0.3145
0.1372,	0.3164
0.1372,	0.3183
0.1372,	0.3201
0.1372,	0.322
0.1372,	0.3239
0.1412,	0.3258
0.1412,	0.3276
0.1412,	0.3295
0.1412,	0.3314
0.1452,	0.3332
0.1453,	0.3351
0.1453,	0.337
0.1453,	0.3389
0.1493,	0.3407
0.1493,	0.3426
0.1493,	0.3445
0.1493,	0.3464
0.1533,	0.3482
0.1533,	0.3501
0.1533,	0.3519
0.1533,	0.3538
0.1533,	0.3557
0.1573,	0.3576
0.1573,	0.3595
0.1574,	0.3613
0.1574,	0.3632
0.1614,	0.3651
0.1614,	0.3669
0.1614,	0.3688
0.1614,	0.3707
0.1654,	0.3726
0.1654,	0.3744
0.1654,	0.3763
0.1654,	0.3782
0.1694,	0.3801
0.1694,	0.3819
0.1694,	0.3838
0.1694,	0.3857
0.1735,	0.3875
0.1735,	0.3894
0.1735,	0.3913
0.1775,	0.3932
0.1775,	0.395
0.1775,	0.3969
0.1815,	0.3988
0.1815,	0.4007
0.1855,	0.4025
0.1856,	0.4043
0.1896,	0.4062
0.1896,	0.4082
0.1896,	0.41
0.1936,	0.4119
0.1936,	0.4138
0.1976,	0.4156
0.1976,	0.4175
0.1976,	0.4194
0.2016,	0.4213
0.2017,	0.4231
0.2057,	0.425
0.2057,	0.4269
0.2097,	0.4288
0.2097,	0.4306
0.2097,	0.4325
0.2137,	0.4344
0.2137,	0.4363
0.2177,	0.4381
0.2178,	0.44
0.2178,	0.4419
0.2218,	0.4438
0.2218,	0.4456
0.2258,	0.4475
0.2258,	0.4494
0.2258,	0.4512
0.2298,	0.4531
0.2298,	0.455
0.2298,	0.4569
0.2298,	0.4586
0.2339,	0.4606
0.2339,	0.4625
0.2339,	0.4643
0.2339,	0.4662
0.2379,	0.4681
0.2379,	0.47
0.2379,	0.4718
0.2379,	0.4737
0.2379,	0.4756
0.2419,	0.4775
0.2419,	0.4793
0.2419,	0.4812
0.2419,	0.483
0.246,  0.4849
0.246,  0.4868
0.246,  0.4887
0.246,  0.4906
0.246,  0.4924
0.25,   0.4943
0.25,   0.4962
0.25,   0.4981
0.25,   0.4999
0.254,  0.5018
0.254,  0.5037
0.254,  0.5055
0.254,  0.5074
0.254,  0.5093
0.2581,	0.5112
0.2581,	0.513
0.2581,	0.5149
0.2581,	0.5168
0.2621,	0.5186
0.2621,	0.5205
0.2621,	0.5224
0.2621,	0.5243
0.2621,	0.5261
0.2661,	0.528
0.2661,	0.5299
0.2661,	0.5318
0.2661,	0.5335
0.2661,	0.5354
0.2702,	0.5373
0.2702,	0.5392
0.2702,	0.5411
0.2702,	0.543
0.2702,	0.5449
0.2742,	0.5467
0.2742,	0.5486
0.2742,	0.5505
0.2742,	0.5523
0.2742,	0.5542
0.2782,	0.5561
0.2782,	0.558
0.2782,	0.5598
0.2782,	0.5617
0.2782,	0.5636
0.2823,	0.5655
0.2823,	0.5673
0.2823,	0.5692
0.2823,	0.5711
0.2863,	0.5729
0.2863,	0.5748
0.2863,	0.5767
0.2863,	0.5786
0.2903,	0.5804
0.2903,	0.5823
0.2903,	0.5842
0.2903,	0.5859
0.2944,	0.5878
0.2944,	0.5897
0.2944,	0.5917
0.2984,	0.5935
0.2984,	0.5954
0.2984,	0.5973
0.2984,	0.5992
0.3024,	0.601
0.3024,	0.6029
0.3024,	0.6048
0.3064,	0.6067
0.3064,	0.6085
0.3064,	0.6104
0.3105,	0.6122
0.3105,	0.6141
0.3105,	0.616
0.3105,	0.6179
0.3145,	0.6198
0.3145,	0.6216
0.3145,	0.6235
0.3185,	0.6254
0.3185,	0.6273
0.3185,	0.6291
0.3226,	0.631
0.3226,	0.6329
0.3226,	0.6347
0.3266,	0.6366
0.3266,	0.6385
0.3266,	0.6404
0.3306,	0.6421
0.3306,	0.6441
0.3346,	0.646
0.3346,	0.6479
0.3346,	0.6497
0.3387,	0.6516
0.3387,	0.6535
0.3427,	0.6554
0.3427,	0.6572
0.3427,	0.6591
0.3467,	0.661
0.3467,	0.6627
0.3467,	0.6646
0.3507,	0.6665
0.3507,	0.6684
0.3507,	0.6703
0.3548,	0.6722
0.3548,	0.6741
0.3588,	0.676
0.3588,	0.6778
0.3588,	0.6797
0.3628,	0.6816
0.3628,	0.6834
0.3628,	0.6853
0.3668,	0.6872
0.3668,	0.6891
0.3668,	0.6909
0.3709,	0.6928
0.3709,	0.6947
0.3709,	0.6966
0.3749,	0.6984
0.3749,	0.7003
0.3749,	0.7022
0.3789,	0.7041
0.3789,	0.7059
0.3789,	0.7078
0.383,  0.7097
0.383,  0.7115
0.383,  0.7134
0.387,  0.7153
0.387,  0.7172
0.391,  0.7189
0.391,  0.7208
0.391,  0.7227
0.395,  0.7247
0.395,  0.7265
0.3991,	0.7284
0.3991,	0.7303
0.4031,	0.7322
0.4031,	0.734
0.4071,	0.7359
0.4071,	0.7378
0.4111,	0.7396
0.4111,	0.7415
0.4111,	0.7433
0.4152,	0.7452
0.4152,	0.7471
0.4192,	0.749
0.4192,	0.7509
0.4232,	0.7528
0.4232,	0.7546
0.4232,	0.7565
0.4272,	0.7584
0.4272,	0.7603
0.4272,	0.7621
0.4313,	0.764
0.4313,	0.7659
0.4313,	0.7677
0.4353,	0.7696
0.4353,	0.7715
0.4353,	0.7734
0.4353,	0.7752
0.4393,	0.7771
0.4393,	0.779
0.4393,	0.7809
0.4433,	0.7827
0.4433,	0.7846
0.4433,	0.7865
0.4474,	0.7883
0.4474,	0.7902
0.4474,	0.7921
0.4514,	0.794
0.4514,	0.7957
0.4514,	0.7976
0.4554,	0.7995
0.4554,	0.8014
0.4554,	0.8033
0.4594,	0.8052
0.4595,	0.8071
0.4635,	0.809
0.4635,	0.8108
0.4635,	0.8127
0.4675,	0.8146
0.4675,	0.8164
0.4675,	0.8183
0.4715,	0.8202
0.4715,	0.8221
0.4715,	0.8239
0.4756,	0.8258
0.4756,	0.8277
0.4796,	0.8296
0.4796,	0.8314
0.4796,	0.8333
0.4836,	0.8352
0.4836,	0.837
0.4836,	0.8389
0.4876,	0.8408
0.4876,	0.8427
0.4876,	0.8445
0.4917,	0.8464
0.4917,	0.8483
0.4917,	0.8502
0.4957,	0.8519
0.4957,	0.8538
0.4997,	0.8558
0.4997,	0.8577
0.4997,	0.8595
0.5037,	0.8614
0.5037,	0.8633
0.5078,	0.8652
0.5078,	0.867
0.5118,	0.8689
0.5118,	0.8708
0.5118,	0.8726
0.5158,	0.8745
0.5158,	0.8763
0.5198,	0.8782
0.5198,	0.8801
0.5239,	0.882
0.5239,	0.8839
0.5279,	0.8858
0.5279,	0.8876
0.5279,	0.8895
0.5319,	0.8914
0.5319,	0.8933
0.5359,	0.8951
0.5359,	0.897
0.5359,	0.8989
0.54,   0.9007
0.54,   0.9026
0.544,  0.9045
0.544,  0.9064
0.544,  0.9082
0.548,  0.9101
0.552,  0.912
0.552,  0.9139
0.5561,	0.9157
0.5601,	0.9176
0.5641,	0.9195
0.5641,	0.9214
0.5681,	0.9232
0.5721,	0.9251
0.5762,	0.927
0.5802,	0.9289
0.5802,	0.9306
0.5842,	0.9325
0.5842,	0.9344
0.5882,	0.9364
0.5882,	0.9382
0.5922,	0.9401
0.5923,	0.942
0.5963,	0.9439
0.5963,	0.9457
0.6002,	0.9476
0.6002,	0.9495
0.6042,	0.9514
0.6042,	0.9532
0.6042,	0.955
0.6082,	0.9569
0.6084,	0.9588
0.6124,	0.9607
0.6124,	0.9626
0.6164,	0.9626
0.6204,	0.9645
0.6244,	0.9645
0.6284,	0.9645
0.6324,	0.9664
0.6364,	0.9664
0.6404,	0.9664
0.6444,	0.9664
0.6484,	0.9664
0.6524,	0.9664
0.6566,	0.9683
0.6606,	0.9702
0.6606,	0.972
0.6646,	0.9739
0.6686,	0.9758
0.6726,	0.9777
0.6766,	0.9795
0.6806,	0.9814
0.6846,	0.9814
0.6886,	0.9814
0.6926,	0.9814
0.6966,	0.9814
0.7008,	0.9796
0.7048,	0.9777
